Listing Id,Minimum Nights,Maximum Nights,Calendar Updated,Availability 30,Availability 60,Availability 90,Availability 365
697,2,30,a week ago,2,23,49,321
698,3,29,2 days ago,27,57,87,350
699,1,1125,a week ago,0,0,0,106
700,7,1125,today,18,40,70,292
701,2,7,2 weeks ago,30,60,90,365
702,1,1125,3 weeks ago,0,26,56,331
703,2,1125,4 weeks ago,30,60,89,89
704,2,1125,a week ago,28,58,72,320
705,1,15,today,15,15,37,37
706,7,1125,7 weeks ago,30,60,90,365
707,2,1000,today,16,35,65,149
708,2,1125,2 weeks ago,27,57,87,361
709,2,1125,4 weeks ago,0,0,0,20
710,2,1125,today,30,60,90,364
711,2,1125,today,30,60,90,362
712,1,14,yesterday,28,55,84,84
713,1,14,today,13,39,69,340
714,2,1125,today,30,60,90,157
715,5,1125,2 months ago,30,60,90,365
716,2,1125,a week ago,23,53,83,357
717,4,1125,today,27,57,87,362
718,3,1125,yesterday,30,60,90,361
719,2,28,2 days ago,22,52,82,356
720,2,1125,3 days ago,0,26,56,331
721,1,1125,today,21,51,81,169
722,1,1125,yesterday,17,40,64,337
723,3,14,2 months ago,3,11,12,240
724,4,1125,2 weeks ago,22,52,82,326
725,2,90,today,0,4,34,309
726,1,15,6 days ago,30,60,90,365
727,1,1125,3 months ago,0,0,4,93
728,4,1125,8 months ago,0,0,0,212
729,1,1125,3 weeks ago,27,57,87,358
730,5,365,3 days ago,3,33,63,338
731,2,1125,a week ago,0,0,5,197
732,1,1125,2 months ago,30,60,90,365
733,2,7,4 months ago,0,0,0,243
734,1,1125,3 weeks ago,30,60,90,365
735,1,1125,2 months ago,0,0,0,0
736,1,1125,6 weeks ago,25,55,85,360
737,2,60,3 months ago,30,60,90,365
738,1,1125,4 days ago,24,54,84,173
739,1,4,a week ago,20,50,80,355
740,3,1125,today,22,49,73,73
741,2,1125,4 months ago,30,60,90,365
742,1,1125,a week ago,22,22,22,99
743,2,32,5 months ago,0,0,0,92
744,2,29,3 weeks ago,23,53,83,358
745,3,1125,3 weeks ago,30,60,90,365
746,1,1125,2 weeks ago,30,60,89,89
747,1,1125,4 weeks ago,20,36,66,341
748,1,12,today,14,44,56,56
749,2,60,yesterday,17,26,55,55
750,1,1125,a week ago,0,0,1,248
751,3,1125,6 weeks ago,0,0,0,0
752,4,90,4 weeks ago,26,56,86,361
753,3,60,2 weeks ago,30,60,90,358
754,1,1125,2 weeks ago,30,60,90,364
755,3,1125,2 months ago,0,0,0,91
756,1,1125,9 months ago,0,0,0,0
757,2,1125,50 months ago,2,32,62,337
758,2,28,yesterday,28,53,72,335
759,1,4,a week ago,19,43,73,163
760,1,14,3 days ago,30,56,56,269
761,1,100,yesterday,30,49,49,292
762,2,29,6 days ago,14,27,57,57
763,1,1125,yesterday,8,30,60,122
764,1,1,3 weeks ago,0,0,0,0
765,1,1125,2 weeks ago,5,24,43,240
766,1,1125,5 weeks ago,30,60,90,365
767,1,1125,3 months ago,0,0,0,0
768,2,7,2 months ago,0,0,0,0
769,2,1125,2 weeks ago,29,59,89,364
770,1,37,2 weeks ago,29,59,89,364
771,2,5,7 weeks ago,20,50,80,355
772,1,7,6 weeks ago,30,60,90,90
773,2,28,5 months ago,0,0,0,161
774,3,90,a week ago,0,4,34,53
775,2,1125,yesterday,7,14,21,25
776,1,28,3 months ago,0,0,0,0
777,2,1125,5 days ago,14,29,45,54
778,7,10,8 months ago,0,0,0,0
779,1,365,today,0,0,0,85
780,2,1125,2 weeks ago,4,14,40,315
781,2,3,5 days ago,0,4,16,16
782,1,14,4 days ago,9,30,60,60
783,1,1125,today,8,34,62,327
784,1,1125,15 months ago,0,0,0,0
785,1,1125,8 months ago,0,0,0,0
786,30,700,a week ago,0,0,8,21
787,3,1125,today,8,15,40,296
788,5,1125,6 weeks ago,0,0,0,227
789,2,1125,4 months ago,0,0,0,0
790,1,1125,3 weeks ago,0,0,0,0
791,2,1120,2 days ago,0,5,16,89
792,3,5,4 months ago,0,0,0,0
793,1,1125,20 months ago,0,0,0,0
794,2,1125,today,2,5,17,263
795,3,30,today,17,47,77,352
796,2,1125,today,6,6,8,8
797,1,30,yesterday,16,20,23,23
798,1,1125,3 days ago,13,35,57,323
799,1,1125,a week ago,4,11,11,11
800,3,1125,yesterday,10,30,30,30
801,2,1125,4 months ago,30,60,90,91
802,2,4,2 weeks ago,5,30,60,60
803,2,1125,today,6,13,16,16
804,1,1125,today,0,1,3,100
805,2,1125,1 week ago,6,21,35,51
806,2,1125,2 months ago,8,33,63,153
807,1,1125,3 months ago,0,0,0,0
808,3,365,2 weeks ago,0,0,0,129
809,3,30,7 months ago,0,0,0,0
810,5,80,2 days ago,1,1,1,1
811,3,30,today,15,38,68,339
812,2,1125,2 days ago,26,56,84,359
813,2,1125,a week ago,29,59,84,359
814,2,15,2 days ago,16,45,75,350
815,1,1125,2 weeks ago,0,2,18,18
816,2,1125,today,2,5,10,30
817,4,91,6 weeks ago,8,30,32,122
818,3,7,2 weeks ago,19,43,73,348
819,2,1125,today,3,11,20,95
820,2,1125,a week ago,29,59,89,89
821,2,7,4 months ago,30,60,90,90
822,2,60,2 days ago,3,5,18,161
823,1,7,3 days ago,7,18,40,62
824,2,1125,20 months ago,0,0,0,0
825,2,4,5 months ago,0,0,0,0
826,3,7,6 weeks ago,9,27,57,147
827,2,1125,today,6,10,18,254
828,2,1125,2 days ago,0,0,0,0
829,1,1125,6 weeks ago,0,0,0,160
830,1,1125,today,1,12,33,33
831,1,1125,today,6,11,11,260
832,1,29,2 days ago,4,10,39,117
833,2,1125,a week ago,15,35,56,138
834,2,10,4 weeks ago,0,7,37,312
835,3,1125,4 months ago,0,0,0,0
836,4,4,today,23,53,83,83
837,2,20,6 months ago,0,0,0,0
838,2,1125,11 months ago,30,60,90,365
839,1,14,yesterday,17,37,50,76
840,2,29,today,4,4,25,66
841,3,1125,3 days ago,29,59,89,364
842,1,4,6 weeks ago,29,59,89,179
843,1,1125,3 months ago,0,0,0,0
844,1,1125,5 weeks ago,30,60,90,365
845,21,365,6 days ago,0,0,0,153
846,2,1125,5 days ago,13,41,71,346
847,1,1125,a week ago,0,11,40,40
848,1,1125,never,0,0,0,0
849,1,7,4 months ago,30,60,90,179
850,1,7,a week ago,9,27,27,99
851,1,25,today,13,36,60,333
852,3,10,a week ago,4,11,17,43
853,2,7,today,1,24,54,112
854,2,1125,5 months ago,30,60,90,365
855,4,365,today,16,22,24,253
856,1,1125,today,9,39,54,312
857,2,1125,yesterday,5,8,8,215
858,2,1125,today,20,50,80,355
859,1,8,9 months ago,0,0,0,0
860,2,1125,today,11,24,39,304
861,2,1125,today,20,42,68,335
862,2,1125,today,12,24,38,299
863,3,1125,today,3,31,57,76
864,1,180,today,0,29,59,334
865,6,1125,2 months ago,13,43,73,348
866,1,27,yesterday,14,41,68,158
867,1,1125,a week ago,27,35,39,314
868,2,1125,today,30,60,90,365
869,1,1125,5 months ago,0,0,0,0
870,7,14,10 months ago,30,60,90,365
871,1,1125,2 months ago,14,41,71,71
872,3,180,19 months ago,0,0,0,0
873,7,365,2 days ago,21,24,24,278
874,4,1125,today,20,21,39,193
875,2,12,5 weeks ago,2,15,37,37
876,1,1125,2 weeks ago,26,56,86,361
877,2,1125,5 months ago,29,59,89,179
878,1,1125,2 days ago,25,55,85,360
879,4,90,4 weeks ago,0,0,12,83
880,2,7,today,30,60,90,364
881,1,28,4 months ago,0,30,60,335
882,4,4,2 weeks ago,14,37,38,120
883,1,1125,4 weeks ago,30,60,90,365
884,1,1125,yesterday,16,34,64,339
885,1,1125,2 days ago,15,33,53,311
886,1,5,yesterday,18,39,64,154
887,3,28,yesterday,3,20,38,296
888,1,12,today,9,36,64,331
889,1,1125,3 months ago,29,59,89,179
890,1,1125,7 weeks ago,0,0,0,0
891,2,1125,today,8,20,47,137
892,1,1125,today,5,27,50,309
893,2,29,2 weeks ago,8,18,40,315
894,2,1125,a week ago,3,3,3,3
895,1,7,3 weeks ago,26,50,79,295
896,1,1125,3 days ago,4,30,60,335
897,1,1125,12 months ago,0,0,0,0
898,1,2,2 months ago,27,57,87,87
899,1,1125,5 weeks ago,18,18,43,105
900,2,365,today,1,18,18,246
901,5,1125,3 days ago,19,22,22,217
902,1,4,6 weeks ago,0,0,0,0
903,5,1125,today,0,0,1,91
904,1,1125,4 weeks ago,15,37,65,65
905,1,4,9 months ago,0,0,0,0
906,3,1125,2 weeks ago,30,60,83,358
907,5,90,2 days ago,1,31,45,320
908,2,1125,3 days ago,6,24,49,324
909,6,21,a week ago,9,9,39,307
910,3,1125,5 days ago,6,23,53,328
911,1,1125,yesterday,8,35,35,35
912,3,365,today,16,46,76,262
913,2,1125,a week ago,3,10,34,295
914,3,31,a week ago,1,20,39,187
915,3,1125,yesterday,23,53,83,358
916,1,1125,today,7,36,53,328
917,3,1125,8 months ago,0,0,29,304
918,2,1125,a week ago,12,33,63,338
919,3,365,today,14,41,56,319
920,1,1125,yesterday,30,60,90,365
921,2,90,yesterday,2,2,29,304
922,4,1125,13 months ago,0,0,3,278
923,22,27,11 months ago,0,0,0,0
924,1,10,2 weeks ago,30,60,90,365
925,3,1125,today,1,25,55,330
926,1,1125,12 months ago,0,0,0,0
927,2,1125,a week ago,8,29,59,149
928,4,1125,yesterday,16,46,75,350
929,1,7,yesterday,0,5,9,9
930,2,6,1 week ago,0,1,4,279
931,1,1125,14 months ago,0,0,0,0
932,3,14,a week ago,1,1,1,1
933,1,180,5 months ago,0,0,0,0
934,1,7,2 days ago,6,6,6,6
935,1,330,today,16,44,74,74
936,2,30,today,3,20,48,131
937,2,35,3 days ago,8,19,32,307
938,10,1125,3 weeks ago,7,30,60,335
939,2,30,3 weeks ago,10,36,60,141
940,2,1125,7 weeks ago,1,1,1,90
941,1,1125,12 months ago,0,0,0,0
942,1,1125,6 days ago,10,40,70,345
943,1,1125,24 months ago,0,0,0,0
944,1,1125,2 weeks ago,18,46,76,166
945,3,1125,4 weeks ago,0,0,3,278
946,1,30,a week ago,0,0,23,23
947,2,1125,today,4,9,28,277
948,1,6,a week ago,0,25,55,330
949,1,7,5 days ago,0,12,37,37
950,1,28,5 days ago,12,34,64,64
951,2,1125,today,5,15,39,314
952,4,9,2 weeks ago,0,0,0,0
953,3,3,24 months ago,0,0,0,0
954,2,1125,yesterday,4,34,58,333
955,3,1125,today,1,1,5,280
956,1,1125,4 days ago,6,19,43,290
957,2,35,4 weeks ago,0,0,2,277
958,1,1125,4 weeks ago,30,60,90,365
959,1,1125,3 months ago,0,0,0,0
960,2,1125,a week ago,0,0,0,0
961,2,1125,today,7,36,66,341
962,3,1125,today,4,27,57,332
963,1,1125,today,2,2,2,55
964,2,24,today,11,26,26,31
965,3,28,2 weeks ago,0,28,58,333
966,1,10,today,4,24,53,143
967,2,8,5 days ago,30,60,90,90
968,1,1125,3 months ago,0,0,0,0
969,3,1125,yesterday,7,34,61,61
970,4,1125,4 days ago,14,44,74,339
971,2,7,13 months ago,0,0,0,0
972,7,1125,a week ago,3,18,48,48
973,2,1125,2 weeks ago,11,29,57,319
974,3,1125,10 months ago,4,4,6,281
975,3,28,today,12,36,44,302
976,3,90,4 days ago,1,31,45,300
977,7,1125,20 months ago,0,0,0,0
978,1,1125,4 days ago,7,35,59,331
979,1,1125,19 months ago,0,0,0,0
980,1,1125,13 months ago,0,0,0,0
981,1,7,today,25,55,85,85
982,2,365,today,25,55,58,79
983,3,1125,4 weeks ago,1,1,1,184
984,2,14,5 weeks ago,0,0,0,0
985,2,1125,a week ago,0,0,0,152
986,3,20,a week ago,0,0,3,69
987,1,10,6 months ago,0,0,0,0
988,4,1125,14 months ago,0,0,0,0
989,2,1125,today,0,0,0,0
990,4,1125,6 days ago,5,5,32,167
991,3,120,3 days ago,2,27,27,175
992,31,188,4 weeks ago,1,18,18,243
993,1,1125,3 weeks ago,0,0,0,30
994,3,90,today,11,33,59,332
995,3,1125,2 weeks ago,7,28,51,114
996,1,1125,7 weeks ago,29,59,89,364
997,1,9887,a week ago,0,0,0,0
998,1,1125,today,2,4,20,194
999,1,1125,today,4,7,17,286
1000,2,120,3 days ago,8,20,40,299
1001,2,1125,today,11,32,59,331
1002,2,1125,today,4,22,37,37
1003,1,28,2 days ago,6,20,45,45
1004,1,1125,3 weeks ago,0,0,0,0
1005,2,1125,yesterday,20,45,75,165
1006,1,5,today,4,11,25,199
1007,2,1125,yesterday,3,19,49,103
1008,2,1125,today,9,31,56,331
1009,1,1125,6 days ago,28,58,88,363
1010,2,30,3 days ago,16,35,65,340
1011,1,15,today,15,24,53,53
1012,1,1125,today,4,5,25,137
1013,2,1125,3 weeks ago,0,0,24,299
1014,1,1125,2 days ago,0,18,36,36
1015,2,1125,3 weeks ago,7,37,67,67
1016,1,1125,a week ago,26,36,66,156
1017,1,35,today,2,4,8,8
1018,2,1125,today,18,33,61,336
1019,32,180,2 weeks ago,0,0,4,279
1020,1,1125,6 days ago,8,36,66,341
1021,3,1125,a week ago,4,14,35,66
1022,1,1125,today,1,28,56,198
1023,1,182,a week ago,10,19,40,139
1024,1,7,5 weeks ago,19,49,79,79
1025,3,1125,2 days ago,29,59,89,89
1026,2,1125,4 days ago,15,37,57,115
1027,30,1125,2 weeks ago,25,55,85,360
1028,1,1125,2 weeks ago,10,10,21,21
1029,7,1125,3 weeks ago,6,29,59,334
1030,30,1125,a week ago,29,34,40,300
1031,2,31,3 weeks ago,19,41,63,316
1032,1,1125,2 weeks ago,17,41,65,65
1033,1,1125,today,0,0,1,1
1034,2,30,a week ago,0,0,7,7
1035,2,120,today,0,0,3,3
1036,1,5,today,7,12,13,13
1037,1,1125,yesterday,17,35,47,307
1038,2,1125,2 weeks ago,1,9,15,64
1039,3,1125,yesterday,14,40,55,330
1040,3,1125,6 days ago,15,25,46,314
1041,3,30,yesterday,1,28,28,28
1042,1,1125,today,7,15,26,265
1043,60,1125,2 weeks ago,15,45,67,67
1044,2,1125,2 weeks ago,21,47,73,343
1045,32,1125,a week ago,29,59,89,364
1046,1,1125,3 weeks ago,5,8,15,290
1047,1,3,today,18,34,50,50
1048,2,1125,2 weeks ago,15,36,62,332
1049,1,5,2 weeks ago,29,59,89,89
1050,1,1125,yesterday,11,38,68,329
1051,4,1125,today,18,39,67,308
1052,3,365,today,14,29,29,67
1053,2,1125,a week ago,14,40,70,155
1054,1,1125,today,4,8,18,103
1055,3,31,a week ago,0,0,2,102
1056,1,1125,a week ago,25,54,82,169
1057,1,10,5 weeks ago,26,56,86,361
1058,1,1125,a week ago,1,2,2,2
1059,2,1125,4 days ago,19,43,66,338
1060,2,1125,5 weeks ago,1,6,10,34
1061,1,1125,2 weeks ago,22,51,78,353
1062,1,1125,3 weeks ago,29,59,89,364
1063,1,1125,a week ago,0,0,0,79
1064,2,1125,a week ago,16,25,42,295
1065,2,1125,3 days ago,12,17,43,43
1066,2,1125,yesterday,2,13,30,297
1067,1,15,5 days ago,12,25,37,114
1068,1,30,today,2,10,14,287
1069,2,120,yesterday,10,37,67,342
1070,1,30,today,7,22,41,295
1071,4,1125,3 days ago,19,49,79,354
1072,3,1125,today,3,12,27,151
1073,1,1125,6 weeks ago,4,34,64,310
1074,2,1125,5 days ago,3,11,19,294
1075,3,4,12 months ago,0,0,0,0
1076,1,7,yesterday,5,5,5,5
1077,30,999,3 weeks ago,0,0,0,39
1078,1,14,2 days ago,7,7,7,7
1079,1,14,3 weeks ago,11,26,45,130
1080,1,1125,yesterday,11,19,30,218
1081,3,1125,5 weeks ago,19,49,79,354
1082,28,1125,3 days ago,4,4,4,4
1083,1,1125,today,15,34,34,34
1084,2,14,a week ago,25,55,85,360
1085,2,1125,6 days ago,8,29,51,133
1086,1,1125,today,30,60,85,85
1087,2,14,a week ago,0,0,0,0
1088,1,4,2 weeks ago,3,3,3,3
1089,3,29,a week ago,16,42,72,152
1090,1,1125,3 weeks ago,9,37,67,335
1091,3,1125,a week ago,21,32,53,53
1092,1,1125,3 weeks ago,15,15,15,35
1093,1,1125,2 days ago,0,0,0,0
1094,3,1125,today,7,18,32,278
1095,3,1125,today,4,22,45,313
1096,1,1125,16 months ago,0,0,0,0
1097,2,1125,today,4,22,44,51
1098,2,4,2 weeks ago,0,0,0,0
1099,1,14,3 days ago,27,57,87,362
1100,1,365,6 months ago,0,3,3,137
1101,3,18,yesterday,16,37,62,271
1102,1,1125,3 days ago,4,29,59,334
1103,1,10,4 weeks ago,12,41,71,346
1104,1,1125,3 days ago,9,26,47,315
1105,3,9,2 weeks ago,2,5,22,22
1106,1,1125,a week ago,0,0,0,235
1107,1,1125,today,2,25,55,330
1108,3,1125,today,23,45,75,215
1109,2,28,today,20,46,76,346
1110,2,29,3 months ago,21,51,81,171
1111,1,1125,7 months ago,0,0,0,0
1112,2,1125,today,11,41,71,346
1113,3,365,5 days ago,11,15,45,320
1114,7,11,5 weeks ago,27,57,87,362
1115,1,1125,7 weeks ago,0,0,0,0
1116,2,60,3 days ago,0,16,46,321
1117,2,90,today,10,28,57,239
1118,1,1125,a week ago,3,32,62,337
1119,1,14,2 weeks ago,0,0,0,186
1120,2,29,a week ago,28,58,88,363
1121,2,1125,12 months ago,0,0,0,0
1122,2,14,a week ago,26,56,86,361
1123,3,3,yesterday,3,3,3,3
1124,3,1125,today,3,18,34,271
1125,1,1125,4 weeks ago,10,28,52,319
1126,1,1125,2 months ago,19,49,79,354
1127,2,1125,5 days ago,4,34,64,339
1128,2,1125,3 weeks ago,0,0,2,245
1129,1,1125,6 days ago,5,35,65,65
1130,3,1125,2 months ago,6,34,60,335
1131,1,1125,13 months ago,0,0,0,0
1132,2,1125,a week ago,24,54,84,359
1133,1,1125,yesterday,13,25,55,330
1134,3,365,today,1,14,44,319
1135,1,1125,5 days ago,0,0,0,0
1136,2,60,today,17,43,70,345
1137,2,90,today,4,6,28,276
1138,3,365,7 months ago,0,0,0,0
1139,3,1125,2 days ago,0,3,10,187
1140,3,365,today,1,15,41,236
1141,3,1125,2 weeks ago,0,8,24,277
1142,2,1125,a week ago,14,40,70,70
1143,7,1125,a week ago,29,56,56,56
1144,1,1125,today,5,25,48,315
1145,3,1125,today,15,45,75,350
1146,3,365,today,15,41,68,307
1147,2,14,2 weeks ago,0,0,25,300
1148,3,1125,5 months ago,0,0,0,180
1149,1,1125,a week ago,0,11,30,298
1150,3,1125,a week ago,2,2,30,305
1151,3,1125,yesterday,1,20,50,315
1152,1,1125,2 months ago,6,36,66,341
1153,1,1125,today,11,35,37,37
1154,1,1125,today,11,38,68,309
1155,2,365,2 weeks ago,30,60,90,353
1156,2,35,a week ago,29,59,88,88
1157,2,1125,5 days ago,30,60,89,89
1158,2,1125,2 weeks ago,28,58,88,363
1159,2,1125,2 weeks ago,14,37,53,157
1160,2,6,3 weeks ago,17,47,77,352
1161,1,1125,3 weeks ago,0,0,0,43
1162,3,1125,today,30,60,90,365
1163,1,90,a week ago,18,48,75,102
1164,3,1125,5 days ago,28,58,88,254
1165,1,1125,2 weeks ago,30,60,90,365
1166,2,1125,4 weeks ago,29,59,89,364
1167,1,1125,3 months ago,30,60,90,365
1168,3,20,5 days ago,30,60,90,365
1169,2,1125,6 weeks ago,26,47,77,352
1170,1,1125,2 days ago,13,43,73,345
1171,1,1125,2 months ago,30,60,90,338
1172,2,1125,5 weeks ago,30,60,90,365
1173,1,1125,2 days ago,19,49,79,347
1174,3,1125,today,26,48,70,329
1175,1,7,today,26,56,86,361
1176,1,1125,a week ago,26,56,86,357
1177,1,1125,5 days ago,17,44,73,322
1178,2,1125,3 weeks ago,0,0,0,156
1179,2,30,2 months ago,30,60,90,365
1180,2,1125,2 weeks ago,4,9,9,9
1181,2,1125,2 weeks ago,13,31,45,278
1182,1,1125,4 weeks ago,30,60,90,365
1183,3,365,4 weeks ago,2,32,62,337
1184,3,1125,3 days ago,1,14,14,251
1185,5,1125,3 weeks ago,0,26,56,331
1186,1,120,3 days ago,25,49,79,231
1187,4,1125,2 months ago,30,60,90,359
1188,1,1125,8 months ago,0,0,0,0
1189,1,3,9 months ago,0,0,0,0
1190,1,14,yesterday,12,12,12,12
1191,3,1125,1 week ago,0,0,11,11
1192,2,14,a week ago,14,26,56,331
1193,3,1125,4 weeks ago,0,0,0,0
1194,30,1125,2 weeks ago,7,25,25,25
1195,4,1125,5 days ago,1,31,56,331
1196,3,1125,8 months ago,0,0,0,0
1197,2,15,2 weeks ago,10,17,43,43
1198,2,4,2 months ago,30,60,90,365
1199,5,1125,2 weeks ago,6,6,6,6
1200,1,180,a week ago,0,4,4,248
1201,1,1125,today,10,24,38,265
1202,1,1125,2 weeks ago,0,0,4,240
1203,4,1125,2 weeks ago,0,0,0,0
1204,2,21,today,13,38,57,132
1205,2,1125,yesterday,0,0,0,0
1206,2,7,4 months ago,25,43,66,334
1207,30,180,5 days ago,4,24,54,322
1208,3,8,today,4,10,10,10
1209,2,1125,3 months ago,0,0,0,0
1210,1,1125,5 days ago,23,49,49,275
1211,1,365,today,30,60,90,365
1212,1,1125,a week ago,8,28,54,200
1213,30,90,1 week ago,20,50,79,79
1214,1,1125,4 days ago,0,12,17,17
1215,2,1125,5 weeks ago,27,44,67,306
1216,6,8,20 months ago,0,0,0,0
1217,4,1125,14 months ago,0,0,0,0
1218,2,3,2 months ago,0,0,0,0
1219,2,7,4 days ago,5,11,11,20
1220,2,29,a week ago,0,0,11,286
1221,5,1125,4 weeks ago,10,20,20,125
1222,1,25,today,13,30,48,323
1223,1,1125,3 weeks ago,27,57,87,362
1224,2,1125,yesterday,0,0,0,134
1225,1,1125,4 days ago,0,0,0,67
1226,1,3,today,0,0,0,0
1227,2,14,a week ago,0,0,0,0
1228,2,1125,today,18,41,62,316
1229,2,1125,yesterday,0,0,2,263
1230,1,1125,yesterday,12,33,53,323
1231,1,1125,2 months ago,0,0,0,114
1232,2,1125,a week ago,26,47,63,200
1233,3,90,2 days ago,0,15,45,320
1234,5,1125,today,0,11,41,313
1235,2,1125,5 weeks ago,0,4,4,62
1236,1,1125,a week ago,30,60,90,365
1237,3,1125,4 months ago,0,0,15,266
1238,1,14,yesterday,1,10,20,239
1239,1,1125,2 months ago,0,17,24,65
1240,3,1125,today,10,25,47,306
1241,2,14,a week ago,14,22,40,126
1242,2,1125,today,18,42,72,93
1243,3,1125,2 weeks ago,0,8,38,313
1244,2,1125,a week ago,17,39,66,323
1245,1,3,yesterday,22,40,40,163
1246,1,1125,3 weeks ago,0,0,0,0
1247,3,1125,a week ago,4,4,4,55
1248,2,28,2 weeks ago,25,46,67,336
1249,2,15,yesterday,7,29,59,299
1250,2,1125,3 months ago,0,0,0,233
1251,2,1125,a week ago,0,13,43,152
1252,1,1125,3 weeks ago,4,28,58,333
1253,1,1125,3 days ago,27,57,87,362
1254,1,20,5 days ago,17,40,65,334
1255,2,14,5 days ago,12,12,12,135
1256,1,1125,7 months ago,0,0,0,0
1257,1,1125,yesterday,20,50,80,125
1258,30,760,a week ago,0,0,16,291
1259,2,28,6 months ago,0,0,0,0
1260,1,1125,yesterday,6,36,56,328
1261,1,1125,3 months ago,19,49,72,347
1262,1,1125,yesterday,15,45,75,347
1263,2,1125,a week ago,0,0,4,242
1264,2,50,today,4,11,31,112
1265,1,30,a week ago,9,15,32,307
1266,2,60,2 weeks ago,5,6,7,243
1267,1,1125,4 weeks ago,0,2,3,3
1268,2,1125,today,1,1,1,177
1269,1,1125,a week ago,3,14,28,28
1270,1,2,4 weeks ago,5,22,22,22
1271,2,1125,today,5,13,36,36
1272,4,1125,5 months ago,0,0,0,0
1273,2,1125,3 weeks ago,0,4,7,14
1274,4,14,6 days ago,0,7,7,7
1275,1,1125,today,4,14,34,303
1276,2,1125,5 weeks ago,11,18,31,118
1277,2,1125,2 weeks ago,8,15,29,102
1278,1,1125,today,26,50,80,350
1279,1,4,yesterday,17,43,72,72
1280,2,30,yesterday,1,13,34,87
1281,6,365,a week ago,6,21,51,326
1282,1,1125,5 days ago,22,52,82,357
1283,3,1125,yesterday,5,35,59,334
1284,2,1125,4 days ago,7,16,38,119
1285,1,7,5 months ago,18,45,75,165
1286,3,7,today,25,28,38,38
1287,2,29,yesterday,10,31,53,80
1288,3,30,today,13,29,50,315
1289,1,1125,2 weeks ago,17,45,68,68
1290,2,1125,3 days ago,19,45,75,75
1291,1,1125,yesterday,20,48,78,353
1292,2,1125,5 weeks ago,26,49,79,354
1293,2,1125,today,6,18,30,263
1294,3,1125,today,0,0,0,0
1295,2,1125,today,10,25,42,276
1296,1,1125,2 days ago,18,39,69,339
1297,32,1125,a week ago,6,36,66,341
1298,2,30,2 months ago,0,0,0,153
1299,3,30,today,1,18,18,20
1300,45,1125,3 weeks ago,30,60,90,365
1301,5,1125,today,0,10,10,10
1302,1,1125,today,1,1,1,222
1303,2,15,today,0,0,0,0
1304,4,365,1 week ago,0,0,0,267
1305,2,30,2 weeks ago,8,34,57,57
1306,1,1125,4 days ago,11,15,41,132
1307,2,1125,3 weeks ago,16,43,64,329
1308,1,1125,today,5,15,31,121
1309,3,31,2 weeks ago,5,24,41,309
1310,3,60,2 weeks ago,14,31,57,326
1311,1,30,6 weeks ago,3,7,13,269
1312,1,10,5 days ago,1,1,1,57
1313,1,1125,a week ago,0,7,10,181
1314,2,1125,5 days ago,15,45,75,350
1315,3,1125,6 months ago,0,0,0,0
1316,2,1125,6 weeks ago,0,0,0,255
1317,2,1125,today,1,7,13,156
1318,1,1125,3 months ago,0,0,0,261
1319,2,6,5 days ago,4,4,4,4
1320,3,1125,yesterday,16,32,62,332
1321,1,1125,5 days ago,3,3,3,104
1322,3,365,a week ago,30,60,90,365
1323,1,1125,3 weeks ago,2,2,2,2
1324,2,1125,6 months ago,0,0,0,166
1325,1,1125,today,25,55,85,360
1326,1,1125,8 months ago,30,60,90,365
1327,3,30,7 months ago,29,59,89,364
1328,2,30,today,6,25,39,235
1329,2,14,3 days ago,2,7,10,76
1330,3,14,4 weeks ago,0,7,37,37
1331,2,1125,3 weeks ago,3,3,13,199
1332,2,3,yesterday,0,0,0,0
1333,1,5,4 months ago,0,8,38,313
1334,4,1125,3 weeks ago,2,2,2,2
1335,2,1125,today,12,24,46,310
1336,2,7,3 weeks ago,0,7,37,127
1337,1,15,6 months ago,0,0,0,0
1338,1,2,today,7,10,12,12
1339,6,1125,3 weeks ago,9,39,69,159
1340,2,1125,2 weeks ago,6,12,29,114
1341,3,365,a week ago,21,21,21,285
1342,1,30,4 weeks ago,19,49,63,63
1343,2,1125,6 days ago,1,10,24,24
1344,2,1125,3 weeks ago,5,35,65,155
1345,2,4,4 months ago,28,58,88,363
1346,1,10,4 days ago,0,4,29,119
1347,2,1125,3 weeks ago,20,23,53,328
1348,65,1125,today,1,1,6,281
1349,1,1125,10 months ago,0,0,0,0
1350,1,15,2 weeks ago,20,50,80,355
1351,1,365,5 days ago,3,3,14,167
1352,3,31,a week ago,10,37,67,342
1353,1,1125,3 weeks ago,25,55,85,175
1354,1,1125,12 months ago,0,0,0,0
1355,5,90,today,19,20,50,50
1356,3,3,4 months ago,0,0,0,0
1357,14,500,today,0,0,20,295
1358,1,1125,2 weeks ago,24,54,84,359
1359,1,1125,a week ago,1,4,10,229
1360,2,1125,5 days ago,3,8,29,29
1361,1,1125,today,3,8,16,263
1362,1,1125,today,10,26,45,292
1363,2,7,4 months ago,0,0,0,0
1364,3,1125,4 months ago,28,58,88,88
1365,2,2147483647,today,5,11,25,284
1366,2,5,4 months ago,0,0,0,0
1367,2,500,today,0,24,54,329
1368,2,3,5 months ago,0,0,0,0
1369,3,120,today,14,34,57,61
1370,3,21,today,24,54,84,359
1371,2,3,4 months ago,3,3,3,3
1372,3,1125,3 months ago,0,0,0,0
1373,2,365,today,11,27,43,312
1374,2,12,yesterday,0,0,0,0
1375,2,1125,2 weeks ago,0,0,0,0
